Taxon,Chromosome count,Ploidy inference,Phylogeny robustness score,Simulation reliability score,Combined score
Allium_passeyi,x,0,1,0.98,0.99
Allium_douglasii,7,0,1,0.99,0.995
Allium_aaseae,7,0,1,0.99,0.995
Allium_tuncelianum,8,0,1,1,1
Allium_macrostemon,16,1,1,1,1
Allium_kingdonii,x,1,1,0.92,0.96
Allium_keusgenii,x,0,0.99,1,0.995
Allium_asarense,8,0,1,1,1
Allium_taeniopetalum,8,0,1,1,1
Allium_saxatile,8,0,1,1,1
Allium_chychkanense,x,0,0.99,0.98,0.985
Allium_brevidens,8,0,1,1,1
Allium_altaicum,8,0,1,1,1
Allium_changduense,x,NA,0.66,0.93,0.795
Allium_brachyscapum,8,0,1,1,1
Allium_ericetorum,8,0,1,1,1
Allium_linearifolium,8,0,1,1,1
Allium_flavidum,8,0,1,1,1
Allium_perdulce,7,0,1,0.99,0.995
Allium_dentigerum,x,1,0.8,0.96,0.88
Allium_kunthianum,8,0,1,1,1
Allium_pendulinum,7,0,1,0.99,0.995
Allium_cyaneum,16,1,1,1,1
Allium_tytthocephalum,16,1,0.98,1,0.99
Allium_rubens,8,0,1,1,1
Allium_commutatum,8,0,1,1,1
Allium_orientale,8,0,1,1,1
Allium_bourgeaui,8,0,1,1,1
Allium_hamedanense,x,0,1,1,1
Allium_crenulatum,7,0,1,0.99,0.995
Allium_hyalinum,7,0,1,0.99,0.995
Allium_gilgiticum,x,NA,0.62,0.96,0.79
Allium_tulipifolium,8,0,1,1,1
Allium_angulosum,8,0,1,1,1
Allium_tuvinicum,16,1,0.98,1,0.99
Allium_austrosibiricum,8,0,1,1,1
Allium_cepiforme,8,0,1,1,1
Allium_schubertii,8,0,1,1,1
Allium_microdictyon,8,0,1,1,1
Allium_koreanum,8,0,1,1,1
Allium_shelkovnikovii,x,0,1,0.99,0.995
Allium_pseudojaponicum,16,1,0.99,1,0.995
Allium_jodanthum,x,0,1,1,1
Allium_farctum,x,0,1,0.98,0.99
Allium_taeniopetalum_subsp._mogoltavicum,x,0,1,0.99,0.995
Allium_ramosum,16,1,1,1,1
Allium_membranaceum,7,0,1,0.99,0.995
Allium_bakhtiaricum,x,0,1,0.99,0.995
Allium_chinense,16,1,0.99,1,0.995
Allium_schmitzii,8,0,1,0.99,0.995
